"Resource","Total.Capacity","Current.Census","Available","Current.Utilization","Available.Capacity","Date"
"Ventilators",419,125,"294",29.8,70.2,2021-07-18 19:12:00
"All Hospital Beds",3081,2516,"447",81.7,18.3,2021-07-19 00:12:01
"ICU Beds",317,397,"18",93.7,6.3,2021-07-19 00:12:01
"Ventilators",419,125,"294",29.8,70.2,2021-07-19 00:12:01
"All Hospital Beds",3081,2516,"447",81.7,18.3,2021-07-19 01:12:00
"ICU Beds",317,397,"18",93.7,6.3,2021-07-19 01:12:00
"Ventilators",419,125,"294",29.8,70.2,2021-07-19 01:12:00
"All Hospital Beds",3081,2516,"447",81.7,18.3,2021-07-19 06:12:01
"ICU Beds",317,397,"18",93.7,6.3,2021-07-19 06:12:01
"Ventilators",419,125,"294",29.8,70.2,2021-07-19 06:12:01
"All Hospital Beds",3081,2516,"447",81.7,18.3,2021-07-19 07:12:00
"ICU Beds",317,397,"18",93.7,6.3,2021-07-19 07:12:00
"Ventilators",419,125,"294",29.8,70.2,2021-07-19 07:12:00
"All Hospital Beds",3081,2516,"447",81.7,18.3,2021-07-19 13:12:00
"ICU Beds",317,397,"18",93.7,6.3,2021-07-19 13:12:00
"Ventilators",419,125,"294",29.8,70.2,2021-07-19 13:12:00
"All Hospital Beds",3081,2516,"447",81.7,18.3,2021-07-19 19:12:01
"ICU Beds",317,397,"18",93.7,6.3,2021-07-19 19:12:01
"Ventilators",419,125,"294",29.8,70.2,2021-07-19 19:12:01
"All Hospital Beds",3081,2516,"447",81.7,18.3,2021-07-20 01:12:00
"ICU Beds",317,397,"18",93.7,6.3,2021-07-20 01:12:00
"Ventilators",419,125,"294",29.8,70.2,2021-07-20 01:12:00
"All Hospital Beds",3081,2516,"447",81.7,18.3,2021-07-20 07:12:00
"ICU Beds",317,397,"18",93.7,6.3,2021-07-20 07:12:00
"Ventilators",419,125,"294",29.8,70.2,2021-07-20 07:12:00
"All Hospital Beds",3081,2516,"447",81.7,18.3,2021-07-20 13:12:00
"ICU Beds",317,397,"18",93.7,6.3,2021-07-20 13:12:00
"Ventilators",419,125,"294",29.8,70.2,2021-07-20 13:12:00
"All Hospital Beds",3081,2516,"447",81.7,18.3,2021-07-20 19:12:00
"ICU Beds",317,397,"18",93.7,6.3,2021-07-20 19:12:00
"Ventilators",419,125,"294",29.8,70.2,2021-07-20 19:12:00
"All Hospital Beds",3081,2516,"447",81.7,18.3,2021-07-21 00:12:00
"ICU Beds",317,397,"18",93.7,6.3,2021-07-21 00:12:00
"Ventilators",419,125,"294",29.8,70.2,2021-07-21 00:12:00
"All Hospital Beds",3081,2516,"447",81.7,18.3,2021-07-21 01:12:00
"ICU Beds",317,397,"18",93.7,6.3,2021-07-21 01:12:00
"Ventilators",419,125,"294",29.8,70.2,2021-07-21 01:12:00
"All Hospital Beds",3081,2516,"447",81.7,18.3,2021-07-21 07:12:00
"ICU Beds",317,397,"18",93.7,6.3,2021-07-21 07:12:00
"Ventilators",419,125,"294",29.8,70.2,2021-07-21 07:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-21 13:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-21 13:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-21 13:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-21 18:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-21 18:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-21 18:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-21 19:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-21 19:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-21 19:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-22 00:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-22 00:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-22 00:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-22 01:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-22 01:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-22 01:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-22 07:12:01
"ICU Beds",317,288,"13",90.9,9.1,2021-07-22 07:12:01
"Ventilators",420,116,"304",27.6,72.4,2021-07-22 07:12:01
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-22 13:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-22 13:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-22 13:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-22 19:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-22 19:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-22 19:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-23 01:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-23 01:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-23 01:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-23 07:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-23 07:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-23 07:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-23 13:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-23 13:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-23 13:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-23 19:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-23 19:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-23 19:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-24 01:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-24 01:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-24 01:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-24 06:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-24 06:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-24 06:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-24 07:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-24 07:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-24 07:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-24 13:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-24 13:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-24 13:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-24 19:12:01
"ICU Beds",317,288,"13",90.9,9.1,2021-07-24 19:12:01
"Ventilators",420,116,"304",27.6,72.4,2021-07-24 19:12:01
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-25 01:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-25 01:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-25 01:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-25 07:12:01
"ICU Beds",317,288,"13",90.9,9.1,2021-07-25 07:12:01
"Ventilators",420,116,"304",27.6,72.4,2021-07-25 07:12:01
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-25 13:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-25 13:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-25 13:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-25 18:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-25 18:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-25 18:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-25 19:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-25 19:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-25 19:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-26 00:12:01
"ICU Beds",317,288,"13",90.9,9.1,2021-07-26 00:12:01
"Ventilators",420,116,"304",27.6,72.4,2021-07-26 00:12:01
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-26 01:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-26 01:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-26 01:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-26 07:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-26 07:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-26 07:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-26 12:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-26 12:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-26 12:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-26 13:12:01
"ICU Beds",317,288,"13",90.9,9.1,2021-07-26 13:12:01
"Ventilators",420,116,"304",27.6,72.4,2021-07-26 13:12:01
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-26 18:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-26 18:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-26 18:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-26 19:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-26 19:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-26 19:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-27 01:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-27 01:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-27 01:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-27 07:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-27 07:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-27 07:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-27 12:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-27 12:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-27 12:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-27 13:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-27 13:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-27 13:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-27 18:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-27 18:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-27 18:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-27 19:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-27 19:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-27 19:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-28 01:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-28 01:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-28 01:12:00
"All Hospital Beds",3084,2503,"473",81.2,18.8,2021-07-28 07:12:00
"ICU Beds",317,288,"13",90.9,9.1,2021-07-28 07:12:00
"Ventilators",420,116,"304",27.6,72.4,2021-07-28 07:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-07-28 13:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-07-28 13:12:00
"Ventilators",416,133,"283",32,68,2021-07-28 13:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-07-28 19:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-07-28 19:12:00
"Ventilators",416,133,"283",32,68,2021-07-28 19:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-07-29 01:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-07-29 01:12:00
"Ventilators",416,133,"283",32,68,2021-07-29 01:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-07-29 07:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-07-29 07:12:00
"Ventilators",416,133,"283",32,68,2021-07-29 07:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-07-29 13:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-07-29 13:12:00
"Ventilators",416,133,"283",32,68,2021-07-29 13:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-07-29 18:12:01
"ICU Beds",317,296,"10",93.4,6.6,2021-07-29 18:12:01
"Ventilators",416,133,"283",32,68,2021-07-29 18:12:01
"All Hospital Beds",3084,2499,"452",81,19,2021-07-29 19:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-07-29 19:12:00
"Ventilators",416,133,"283",32,68,2021-07-29 19:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-07-30 01:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-07-30 01:12:00
"Ventilators",416,133,"283",32,68,2021-07-30 01:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-07-30 07:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-07-30 07:12:00
"Ventilators",416,133,"283",32,68,2021-07-30 07:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-07-30 12:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-07-30 12:12:00
"Ventilators",416,133,"283",32,68,2021-07-30 12:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-07-30 13:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-07-30 13:12:00
"Ventilators",416,133,"283",32,68,2021-07-30 13:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-07-30 19:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-07-30 19:12:00
"Ventilators",416,133,"283",32,68,2021-07-30 19:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-07-31 01:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-07-31 01:12:00
"Ventilators",416,133,"283",32,68,2021-07-31 01:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-07-31 07:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-07-31 07:12:00
"Ventilators",416,133,"283",32,68,2021-07-31 07:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-07-31 13:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-07-31 13:12:00
"Ventilators",416,133,"283",32,68,2021-07-31 13:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-07-31 18:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-07-31 18:12:00
"Ventilators",416,133,"283",32,68,2021-07-31 18:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-07-31 19:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-07-31 19:12:00
"Ventilators",416,133,"283",32,68,2021-07-31 19:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-01 01:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-01 01:12:00
"Ventilators",416,133,"283",32,68,2021-08-01 01:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-01 07:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-01 07:12:00
"Ventilators",416,133,"283",32,68,2021-08-01 07:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-01 12:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-01 12:12:00
"Ventilators",416,133,"283",32,68,2021-08-01 12:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-01 13:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-01 13:12:00
"Ventilators",416,133,"283",32,68,2021-08-01 13:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-01 19:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-01 19:12:00
"Ventilators",416,133,"283",32,68,2021-08-01 19:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-02 01:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-02 01:12:00
"Ventilators",416,133,"283",32,68,2021-08-02 01:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-02 07:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-02 07:12:00
"Ventilators",416,133,"283",32,68,2021-08-02 07:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-02 13:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-02 13:12:00
"Ventilators",416,133,"283",32,68,2021-08-02 13:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-02 19:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-02 19:12:00
"Ventilators",416,133,"283",32,68,2021-08-02 19:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-03 01:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-03 01:12:00
"Ventilators",416,133,"283",32,68,2021-08-03 01:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-03 07:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-03 07:12:00
"Ventilators",416,133,"283",32,68,2021-08-03 07:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-03 13:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-03 13:12:00
"Ventilators",416,133,"283",32,68,2021-08-03 13:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-03 18:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-03 18:12:00
"Ventilators",416,133,"283",32,68,2021-08-03 18:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-03 19:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-03 19:12:00
"Ventilators",416,133,"283",32,68,2021-08-03 19:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-04 00:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-04 00:12:00
"Ventilators",416,133,"283",32,68,2021-08-04 00:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-04 01:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-04 01:12:00
"Ventilators",416,133,"283",32,68,2021-08-04 01:12:00
"All Hospital Beds",3084,2499,"452",81,19,2021-08-04 07:12:00
"ICU Beds",317,296,"10",93.4,6.6,2021-08-04 07:12:00
"Ventilators",416,133,"283",32,68,2021-08-04 07:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-04 13:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-04 13:12:00
"Ventilators",400,148,"252",37,63,2021-08-04 13:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-04 18:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-04 18:12:00
"Ventilators",400,148,"252",37,63,2021-08-04 18:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-04 19:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-04 19:12:00
"Ventilators",400,148,"252",37,63,2021-08-04 19:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-05 01:12:01
"ICU Beds",317,304,"13",95.9,4.1,2021-08-05 01:12:01
"Ventilators",400,148,"252",37,63,2021-08-05 01:12:01
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-05 07:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-05 07:12:00
"Ventilators",400,148,"252",37,63,2021-08-05 07:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-05 13:12:01
"ICU Beds",317,304,"13",95.9,4.1,2021-08-05 13:12:01
"Ventilators",400,148,"252",37,63,2021-08-05 13:12:01
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-05 19:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-05 19:12:00
"Ventilators",400,148,"252",37,63,2021-08-05 19:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-06 00:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-06 00:12:00
"Ventilators",400,148,"252",37,63,2021-08-06 00:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-06 01:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-06 01:12:00
"Ventilators",400,148,"252",37,63,2021-08-06 01:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-06 07:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-06 07:12:00
"Ventilators",400,148,"252",37,63,2021-08-06 07:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-06 13:12:01
"ICU Beds",317,304,"13",95.9,4.1,2021-08-06 13:12:01
"Ventilators",400,148,"252",37,63,2021-08-06 13:12:01
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-06 18:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-06 18:12:00
"Ventilators",400,148,"252",37,63,2021-08-06 18:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-06 19:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-06 19:12:00
"Ventilators",400,148,"252",37,63,2021-08-06 19:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-07 01:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-07 01:12:00
"Ventilators",400,148,"252",37,63,2021-08-07 01:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-07 07:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-07 07:12:00
"Ventilators",400,148,"252",37,63,2021-08-07 07:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-07 13:12:01
"ICU Beds",317,304,"13",95.9,4.1,2021-08-07 13:12:01
"Ventilators",400,148,"252",37,63,2021-08-07 13:12:01
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-07 19:12:01
"ICU Beds",317,304,"13",95.9,4.1,2021-08-07 19:12:01
"Ventilators",400,148,"252",37,63,2021-08-07 19:12:01
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-08 01:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-08 01:12:00
"Ventilators",400,148,"252",37,63,2021-08-08 01:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-08 07:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-08 07:12:00
"Ventilators",400,148,"252",37,63,2021-08-08 07:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-08 13:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-08 13:12:00
"Ventilators",400,148,"252",37,63,2021-08-08 13:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-08 19:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-08 19:12:00
"Ventilators",400,148,"252",37,63,2021-08-08 19:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-09 01:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-09 01:12:00
"Ventilators",400,148,"252",37,63,2021-08-09 01:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-09 07:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-09 07:12:00
"Ventilators",400,148,"252",37,63,2021-08-09 07:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-09 13:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-09 13:12:00
"Ventilators",400,148,"252",37,63,2021-08-09 13:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-09 19:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-09 19:12:00
"Ventilators",400,148,"252",37,63,2021-08-09 19:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-10 01:12:01
"ICU Beds",317,304,"13",95.9,4.1,2021-08-10 01:12:01
"Ventilators",400,148,"252",37,63,2021-08-10 01:12:01
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-10 07:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-10 07:12:00
"Ventilators",400,148,"252",37,63,2021-08-10 07:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-10 13:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-10 13:12:00
"Ventilators",400,148,"252",37,63,2021-08-10 13:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-10 18:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-10 18:12:00
"Ventilators",400,148,"252",37,63,2021-08-10 18:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-10 19:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-10 19:12:00
"Ventilators",400,148,"252",37,63,2021-08-10 19:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-11 01:12:00
"ICU Beds",317,304,"13",95.9,4.1,2021-08-11 01:12:00
"Ventilators",400,148,"252",37,63,2021-08-11 01:12:00
"All Hospital Beds",3077,2610,"431",84.8,15.2,2021-08-11 07:12:01
"ICU Beds",317,304,"13",95.9,4.1,2021-08-11 07:12:01
"Ventilators",400,148,"252",37,63,2021-08-11 07:12:01
"All Hospital Beds",3076,2639,"336",85.8,14.2,2021-08-11 10:25:23
"ICU Beds",317,306,"5",96.5,3.5,2021-08-11 10:25:23
"Ventilators",413,182,"231",44.1,55.9,2021-08-11 10:25:23
"All Hospital Beds",3076,2639,"336",85.8,14.2,2021-08-11 13:12:00
"ICU Beds",317,306,"5",96.5,3.5,2021-08-11 13:12:00
"Ventilators",413,182,"231",44.1,55.9,2021-08-11 13:12:00
"All Hospital Beds",3076,2639,"336",85.8,14.2,2021-08-11 18:12:00
"ICU Beds",317,306,"5",96.5,3.5,2021-08-11 18:12:00
"Ventilators",413,182,"231",44.1,55.9,2021-08-11 18:12:00
"All Hospital Beds",3076,2639,"336",85.8,14.2,2021-08-11 19:12:00
"ICU Beds",317,306,"5",96.5,3.5,2021-08-11 19:12:00
"Ventilators",413,182,"231",44.1,55.9,2021-08-11 19:12:00
"All Hospital Beds",3076,2639,"336",85.8,14.2,2021-08-12 00:12:00
"ICU Beds",317,306,"5",96.5,3.5,2021-08-12 00:12:00
"Ventilators",413,182,"231",44.1,55.9,2021-08-12 00:12:00
"All Hospital Beds",3076,2639,"336",85.8,14.2,2021-08-12 01:12:00
"ICU Beds",317,306,"5",96.5,3.5,2021-08-12 01:12:00
"Ventilators",413,182,"231",44.1,55.9,2021-08-12 01:12:00
"All Hospital Beds",3076,2639,"336",85.8,14.2,2021-08-12 06:12:01
"ICU Beds",317,306,"5",96.5,3.5,2021-08-12 06:12:01
"Ventilators",413,182,"231",44.1,55.9,2021-08-12 06:12:01
"All Hospital Beds",3076,2639,"336",85.8,14.2,2021-08-12 07:12:01
"ICU Beds",317,306,"5",96.5,3.5,2021-08-12 07:12:01
"Ventilators",413,182,"231",44.1,55.9,2021-08-12 07:12:01
"All Hospital Beds",3076,2639,"336",85.8,14.2,2021-08-12 13:12:00
"ICU Beds",317,306,"5",96.5,3.5,2021-08-12 13:12:00
"Ventilators",413,182,"231",44.1,55.9,2021-08-12 13:12:00
"All Hospital Beds",3076,2639,"336",85.8,14.2,2021-08-12 19:12:00
"ICU Beds",317,306,"5",96.5,3.5,2021-08-12 19:12:00
"Ventilators",413,182,"231",44.1,55.9,2021-08-12 19:12:00
"All Hospital Beds",3076,2639,"336",85.8,14.2,2021-08-13 01:12:00
"ICU Beds",317,306,"5",96.5,3.5,2021-08-13 01:12:00
"Ventilators",413,182,"231",44.1,55.9,2021-08-13 01:12:00
"All Hospital Beds",3076,2639,"336",85.8,14.2,2021-08-13 07:12:00
"ICU Beds",317,306,"5",96.5,3.5,2021-08-13 07:12:00
"Ventilators",413,182,"231",44.1,55.9,2021-08-13 07:12:00
"All Hospital Beds",3076,2639,"336",85.8,14.2,2021-08-13 13:12:00
"ICU Beds",317,306,"5",96.5,3.5,2021-08-13 13:12:00
"Ventilators",413,182,"231",44.1,55.9,2021-08-13 13:12:00
