"Resource","Total.Capacity","Current.Census","Available","Current.Utilization","Available.Capacity","Date"
"ICU Beds",317,316,5,99.7,0.3,2021-08-26 12:12:00
"Ventilators",424,227,197,53.5,46.5,2021-08-26 12:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-26 13:12:01
"Ventilators",422,222,200,52.6,47.4,2021-08-26 13:12:01
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-26 18:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-26 18:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-26 19:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-26 19:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-27 01:12:01
"Ventilators",422,222,200,52.6,47.4,2021-08-27 01:12:01
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-27 07:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-27 07:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-27 12:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-27 12:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-27 13:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-27 13:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-27 18:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-27 18:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-27 19:12:01
"Ventilators",422,222,200,52.6,47.4,2021-08-27 19:12:01
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-28 00:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-28 00:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-28 01:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-28 01:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-28 07:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-28 07:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-28 13:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-28 13:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-28 19:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-28 19:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-29 01:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-29 01:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-29 07:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-29 07:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-29 12:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-29 12:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-29 13:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-29 13:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-29 18:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-29 18:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-29 19:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-29 19:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-30 01:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-30 01:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-30 07:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-30 07:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-30 13:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-30 13:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-30 18:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-30 18:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-30 19:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-30 19:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-31 01:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-31 01:12:00
"All Hospital Beds",3076,2633,374,85.6,14.4,2021-08-31 07:12:00
"Ventilators",422,222,200,52.6,47.4,2021-08-31 07:12:00
"ICU Beds",317,305,7,96.2,3.8,2021-08-31 17:26:17
"Ventilators",434,247,187,56.9,43.1,2021-08-31 17:26:17
"ICU Beds",317,305,7,96.2,3.8,2021-08-31 19:12:00
"Ventilators",434,247,187,56.9,43.1,2021-08-31 19:12:00
"ICU Beds",317,305,7,96.2,3.8,2021-09-01 01:12:00
"Ventilators",434,247,187,56.9,43.1,2021-09-01 01:12:00
"ICU Beds",317,305,7,96.2,3.8,2021-09-01 07:12:00
"Ventilators",434,247,187,56.9,43.1,2021-09-01 07:12:00
"All Hospital Beds",3058,2506,533,81.9,18.1,2021-09-07 18:12:00
"ICU Beds",317,297,16,93.7,6.3,2021-09-07 18:12:00
"Ventilators",366,224,142,61.2,38.8,2021-09-07 18:12:00
"All Hospital Beds",3058,2506,533,81.9,18.1,2021-09-07 19:12:00
"ICU Beds",317,297,16,93.7,6.3,2021-09-07 19:12:00
"Ventilators",366,224,142,61.2,38.8,2021-09-07 19:12:00
"All Hospital Beds",3058,2506,533,81.9,18.1,2021-09-08 00:12:00
"ICU Beds",317,297,16,93.7,6.3,2021-09-08 00:12:00
"Ventilators",366,224,142,61.2,38.8,2021-09-08 00:12:00
"All Hospital Beds",3058,2506,533,81.9,18.1,2021-09-08 01:12:00
"ICU Beds",317,297,16,93.7,6.3,2021-09-08 01:12:00
"Ventilators",366,224,142,61.2,38.8,2021-09-08 01:12:00
"All Hospital Beds",3058,2506,533,81.9,18.1,2021-09-08 07:12:00
"ICU Beds",317,297,16,93.7,6.3,2021-09-08 07:12:00
"Ventilators",366,224,142,61.2,38.8,2021-09-08 07:12:00
"All Hospital Beds",3058,2506,533,81.9,18.1,2021-09-08 12:12:00
"ICU Beds",317,297,16,93.7,6.3,2021-09-08 12:12:00
"Ventilators",366,224,142,61.2,38.8,2021-09-08 12:12:00
"All Hospital Beds",3059,2585,458,84.5,15.5,2021-09-08 13:12:01
"ICU Beds",317,307,9,96.8,3.2,2021-09-08 13:12:01
"Ventilators",409,259,150,63.3,36.7,2021-09-08 13:12:01
"All Hospital Beds",3059,2585,458,84.5,15.5,2021-09-08 19:12:00
"ICU Beds",317,307,9,96.8,3.2,2021-09-08 19:12:00
"Ventilators",409,259,150,63.3,36.7,2021-09-08 19:12:00
"All Hospital Beds",3059,2585,458,84.5,15.5,2021-09-09 01:12:00
"ICU Beds",317,307,9,96.8,3.2,2021-09-09 01:12:00
"Ventilators",409,259,150,63.3,36.7,2021-09-09 01:12:00
"All Hospital Beds",3059,2585,458,84.5,15.5,2021-09-09 07:12:00
"ICU Beds",317,307,9,96.8,3.2,2021-09-09 07:12:00
"Ventilators",409,259,150,63.3,36.7,2021-09-09 07:12:00
"All Hospital Beds",3040,2595,377,85.4,14.6,2021-09-09 13:12:00
"ICU Beds",317,305,9,96.2,3.8,2021-09-09 13:12:00
"Ventilators",164,107,57,65.2,34.8,2021-09-09 13:12:00
"All Hospital Beds",3040,2595,377,85.4,14.6,2021-09-09 18:12:00
"ICU Beds",317,305,9,96.2,3.8,2021-09-09 18:12:00
"Ventilators",164,107,57,65.2,34.8,2021-09-09 18:12:00
"All Hospital Beds",3040,2595,377,85.4,14.6,2021-09-09 19:12:00
"ICU Beds",317,305,9,96.2,3.8,2021-09-09 19:12:00
"Ventilators",164,107,57,65.2,34.8,2021-09-09 19:12:00
"All Hospital Beds",3040,2595,377,85.4,14.6,2021-09-10 00:12:00
"ICU Beds",317,305,9,96.2,3.8,2021-09-10 00:12:00
"Ventilators",164,107,57,65.2,34.8,2021-09-10 00:12:00
"All Hospital Beds",3040,2595,377,85.4,14.6,2021-09-10 01:12:01
"ICU Beds",317,305,9,96.2,3.8,2021-09-10 01:12:01
"Ventilators",164,107,57,65.2,34.8,2021-09-10 01:12:01
"All Hospital Beds",3040,2595,377,85.4,14.6,2021-09-10 06:12:01
"ICU Beds",317,305,9,96.2,3.8,2021-09-10 06:12:01
"Ventilators",164,107,57,65.2,34.8,2021-09-10 06:12:01
"All Hospital Beds",3040,2595,377,85.4,14.6,2021-09-10 07:12:00
"ICU Beds",317,305,9,96.2,3.8,2021-09-10 07:12:00
"Ventilators",164,107,57,65.2,34.8,2021-09-10 07:12:00
"All Hospital Beds",3040,2595,377,85.4,14.6,2021-09-10 12:12:00
"ICU Beds",317,305,9,96.2,3.8,2021-09-10 12:12:00
"Ventilators",164,107,57,65.2,34.8,2021-09-10 12:12:00
"All Hospital Beds",3041,2636,345,86.7,13.3,2021-09-10 13:12:01
"ICU Beds",317,306,7,96.5,3.5,2021-09-10 13:12:01
"Ventilators",398,231,167,58,42,2021-09-10 13:12:01
"All Hospital Beds",3041,2636,345,86.7,13.3,2021-09-10 18:12:00
"ICU Beds",317,306,7,96.5,3.5,2021-09-10 18:12:00
"Ventilators",398,231,167,58,42,2021-09-10 18:12:00
"All Hospital Beds",3041,2636,345,86.7,13.3,2021-09-10 19:12:00
"ICU Beds",317,306,7,96.5,3.5,2021-09-10 19:12:00
"Ventilators",398,231,167,58,42,2021-09-10 19:12:00
"All Hospital Beds",3041,2636,345,86.7,13.3,2021-09-11 00:12:00
"ICU Beds",317,306,7,96.5,3.5,2021-09-11 00:12:00
"Ventilators",398,231,167,58,42,2021-09-11 00:12:00
"All Hospital Beds",3041,2636,345,86.7,13.3,2021-09-11 01:12:00
"ICU Beds",317,306,7,96.5,3.5,2021-09-11 01:12:00
"Ventilators",398,231,167,58,42,2021-09-11 01:12:00
"All Hospital Beds",3041,2636,345,86.7,13.3,2021-09-11 06:12:00
"ICU Beds",317,306,7,96.5,3.5,2021-09-11 06:12:00
"Ventilators",398,231,167,58,42,2021-09-11 06:12:00
"All Hospital Beds",3041,2636,345,86.7,13.3,2021-09-11 07:12:00
"ICU Beds",317,306,7,96.5,3.5,2021-09-11 07:12:00
"Ventilators",398,231,167,58,42,2021-09-11 07:12:00
"All Hospital Beds",3041,2636,345,86.7,13.3,2021-09-11 13:12:00
"ICU Beds",317,306,7,96.5,3.5,2021-09-11 13:12:00
"Ventilators",398,231,167,58,42,2021-09-11 13:12:00
"All Hospital Beds",3041,2636,345,86.7,13.3,2021-09-11 19:12:00
"ICU Beds",317,306,7,96.5,3.5,2021-09-11 19:12:00
"Ventilators",398,231,167,58,42,2021-09-11 19:12:00
"All Hospital Beds",3041,2636,345,86.7,13.3,2021-09-12 00:12:00
"ICU Beds",317,306,7,96.5,3.5,2021-09-12 00:12:00
"Ventilators",398,231,167,58,42,2021-09-12 00:12:00
"All Hospital Beds",3041,2636,345,86.7,13.3,2021-09-12 07:12:00
"ICU Beds",317,306,7,96.5,3.5,2021-09-12 07:12:00
"Ventilators",398,231,167,58,42,2021-09-12 07:12:00
"All Hospital Beds",3041,2636,345,86.7,13.3,2021-09-12 12:12:00
"ICU Beds",317,306,7,96.5,3.5,2021-09-12 12:12:00
"Ventilators",398,231,167,58,42,2021-09-12 12:12:00
"All Hospital Beds",3041,2636,345,86.7,13.3,2021-09-12 13:12:01
"ICU Beds",317,306,7,96.5,3.5,2021-09-12 13:12:01
"Ventilators",398,231,167,58,42,2021-09-12 13:12:01
"All Hospital Beds",3041,2636,345,86.7,13.3,2021-09-12 19:12:00
"ICU Beds",317,306,7,96.5,3.5,2021-09-12 19:12:00
"Ventilators",398,231,167,58,42,2021-09-12 19:12:00
"All Hospital Beds",3041,2636,345,86.7,13.3,2021-09-13 01:12:00
"ICU Beds",317,306,7,96.5,3.5,2021-09-13 01:12:00
"Ventilators",398,231,167,58,42,2021-09-13 01:12:00
"All Hospital Beds",3041,2636,345,86.7,13.3,2021-09-13 07:12:00
"ICU Beds",317,306,7,96.5,3.5,2021-09-13 07:12:00
"Ventilators",398,231,167,58,42,2021-09-13 07:12:00
"All Hospital Beds",3040,2541,477,83.6,16.4,2021-09-13 13:12:01
"ICU Beds",317,299,12,94.3,5.7,2021-09-13 13:12:01
"Ventilators",123,87,36,70.7,29.3,2021-09-13 13:12:01
"All Hospital Beds",3040,2541,477,83.6,16.4,2021-09-13 18:12:00
"ICU Beds",317,299,12,94.3,5.7,2021-09-13 18:12:00
"Ventilators",123,87,36,70.7,29.3,2021-09-13 18:12:00
"All Hospital Beds",3040,2541,477,83.6,16.4,2021-09-13 19:12:01
"ICU Beds",317,299,12,94.3,5.7,2021-09-13 19:12:01
"Ventilators",123,87,36,70.7,29.3,2021-09-13 19:12:01
"All Hospital Beds",3040,2541,477,83.6,16.4,2021-09-14 01:12:00
"ICU Beds",317,299,12,94.3,5.7,2021-09-14 01:12:00
"Ventilators",123,87,36,70.7,29.3,2021-09-14 01:12:00
"All Hospital Beds",3040,2541,477,83.6,16.4,2021-09-14 07:12:00
"ICU Beds",317,299,12,94.3,5.7,2021-09-14 07:12:00
"Ventilators",123,87,36,70.7,29.3,2021-09-14 07:12:00
"All Hospital Beds",3040,2564,392,84.3,15.7,2021-09-14 12:12:01
"ICU Beds",317,309,6,97.5,2.5,2021-09-14 12:12:01
"Ventilators",441,260,181,59,41,2021-09-14 12:12:01
"All Hospital Beds",3040,2564,392,84.3,15.7,2021-09-14 13:12:01
"ICU Beds",317,309,6,97.5,2.5,2021-09-14 13:12:01
"Ventilators",441,260,181,59,41,2021-09-14 13:12:01
"All Hospital Beds",3040,2564,392,84.3,15.7,2021-09-14 18:19:40
"ICU Beds",317,309,6,97.5,2.5,2021-09-14 18:19:40
"Ventilators",441,260,181,59,41,2021-09-14 18:19:40
"All Hospital Beds",3040,2564,392,84.3,15.7,2021-09-14 19:12:01
"ICU Beds",317,309,6,97.5,2.5,2021-09-14 19:12:01
"Ventilators",441,260,181,59,41,2021-09-14 19:12:01
"All Hospital Beds",3040,2564,392,84.3,15.7,2021-09-15 01:12:00
"ICU Beds",317,309,6,97.5,2.5,2021-09-15 01:12:00
"Ventilators",441,260,181,59,41,2021-09-15 01:12:00
"All Hospital Beds",3040,2564,392,84.3,15.7,2021-09-15 07:12:00
"ICU Beds",317,309,6,97.5,2.5,2021-09-15 07:12:00
"Ventilators",441,260,181,59,41,2021-09-15 07:12:00
"All Hospital Beds",3040,2545,395,83.7,16.3,2021-09-15 13:12:00
"ICU Beds",317,302,14,95.3,4.7,2021-09-15 13:12:00
"Ventilators",416,262,154,63,37,2021-09-15 13:12:00
"All Hospital Beds",3040,2545,395,83.7,16.3,2021-09-15 19:12:01
"ICU Beds",317,302,14,95.3,4.7,2021-09-15 19:12:01
"Ventilators",416,262,154,63,37,2021-09-15 19:12:01
"All Hospital Beds",3040,2545,395,83.7,16.3,2021-09-16 00:12:00
"ICU Beds",317,302,14,95.3,4.7,2021-09-16 00:12:00
"Ventilators",416,262,154,63,37,2021-09-16 00:12:00
"All Hospital Beds",3040,2545,395,83.7,16.3,2021-09-16 01:12:00
"ICU Beds",317,302,14,95.3,4.7,2021-09-16 01:12:00
"Ventilators",416,262,154,63,37,2021-09-16 01:12:00
"All Hospital Beds",3040,2545,395,83.7,16.3,2021-09-16 07:12:00
"ICU Beds",317,302,14,95.3,4.7,2021-09-16 07:12:00
"Ventilators",416,262,154,63,37,2021-09-16 07:12:00
"All Hospital Beds",3040,2585,336,85,15,2021-09-16 13:12:01
"ICU Beds",317,299,11,94.3,5.7,2021-09-16 13:12:01
"Ventilators",423,253,170,59.3,40.2,2021-09-16 13:12:01
"All Hospital Beds",3040,2585,336,85,15,2021-09-16 18:18:52
"ICU Beds",317,299,11,94.3,5.7,2021-09-16 18:18:52
"Ventilators",423,253,170,59.3,40.2,2021-09-16 18:18:52
"All Hospital Beds",3040,2585,336,85,15,2021-09-16 19:12:00
"ICU Beds",317,299,11,94.3,5.7,2021-09-16 19:12:00
"Ventilators",423,253,170,59.3,40.2,2021-09-16 19:12:00
"All Hospital Beds",3040,2585,336,85,15,2021-09-17 01:12:00
"ICU Beds",317,299,11,94.3,5.7,2021-09-17 01:12:00
"Ventilators",423,253,170,59.3,40.2,2021-09-17 01:12:00
"All Hospital Beds",3040,2585,336,85,15,2021-09-17 07:09:37
"ICU Beds",317,299,11,94.3,5.7,2021-09-17 07:09:37
"Ventilators",423,253,170,59.3,40.2,2021-09-17 07:09:37
"All Hospital Beds",3040,2585,336,85,15,2021-09-17 07:12:00
"ICU Beds",317,299,11,94.3,5.7,2021-09-17 07:12:00
"Ventilators",423,253,170,59.3,40.2,2021-09-17 07:12:00
"All Hospital Beds",3039,2539,433,83.5,16.5,2021-09-17 13:12:00
"ICU Beds",317,304,8,95.9,4.1,2021-09-17 13:12:00
"Ventilators",451,285,166,63.2,36.8,2021-09-17 13:12:00
"All Hospital Beds",3039,2539,433,83.5,16.5,2021-09-17 18:12:00
"ICU Beds",317,304,8,95.9,4.1,2021-09-17 18:12:00
"Ventilators",451,285,166,63.2,36.8,2021-09-17 18:12:00
"All Hospital Beds",3039,2539,433,83.5,16.5,2021-09-17 19:12:00
"ICU Beds",317,304,8,95.9,4.1,2021-09-17 19:12:00
"Ventilators",451,285,166,63.2,36.8,2021-09-17 19:12:00
"All Hospital Beds",3039,2539,433,83.5,16.5,2021-09-18 01:12:00
"ICU Beds",317,304,8,95.9,4.1,2021-09-18 01:12:00
"Ventilators",451,285,166,63.2,36.8,2021-09-18 01:12:00
"All Hospital Beds",3039,2539,433,83.5,16.5,2021-09-18 07:12:00
"ICU Beds",317,304,8,95.9,4.1,2021-09-18 07:12:00
"Ventilators",451,285,166,63.2,36.8,2021-09-18 07:12:00
"All Hospital Beds",3039,2539,433,83.5,16.5,2021-09-18 12:12:00
"ICU Beds",317,304,8,95.9,4.1,2021-09-18 12:12:00
"Ventilators",451,285,166,63.2,36.8,2021-09-18 12:12:00
"All Hospital Beds",3039,2539,433,83.5,16.5,2021-09-18 13:12:01
"ICU Beds",317,304,8,95.9,4.1,2021-09-18 13:12:01
"Ventilators",451,285,166,63.2,36.8,2021-09-18 13:12:01
"All Hospital Beds",3039,2539,433,83.5,16.5,2021-09-18 19:12:00
"ICU Beds",317,304,8,95.9,4.1,2021-09-18 19:12:00
"Ventilators",451,285,166,63.2,36.8,2021-09-18 19:12:00
"All Hospital Beds",3039,2539,433,83.5,16.5,2021-09-19 01:12:00
"ICU Beds",317,304,8,95.9,4.1,2021-09-19 01:12:00
"Ventilators",451,285,166,63.2,36.8,2021-09-19 01:12:00
"All Hospital Beds",3039,2539,433,83.5,16.5,2021-09-19 07:12:00
"ICU Beds",317,304,8,95.9,4.1,2021-09-19 07:12:00
"Ventilators",451,285,166,63.2,36.8,2021-09-19 07:12:00
"All Hospital Beds",3039,2539,433,83.5,16.5,2021-09-19 12:12:00
"ICU Beds",317,304,8,95.9,4.1,2021-09-19 12:12:00
"Ventilators",451,285,166,63.2,36.8,2021-09-19 12:12:00
"All Hospital Beds",3039,2539,433,83.5,16.5,2021-09-19 13:12:00
"ICU Beds",317,304,8,95.9,4.1,2021-09-19 13:12:00
"Ventilators",451,285,166,63.2,36.8,2021-09-19 13:12:00
"All Hospital Beds",3039,2539,433,83.5,16.5,2021-09-19 18:12:01
"ICU Beds",317,304,8,95.9,4.1,2021-09-19 18:12:01
"Ventilators",451,285,166,63.2,36.8,2021-09-19 18:12:01
"All Hospital Beds",3039,2539,433,83.5,16.5,2021-09-19 19:12:01
"ICU Beds",317,304,8,95.9,4.1,2021-09-19 19:12:01
"Ventilators",451,285,166,63.2,36.8,2021-09-19 19:12:01
"All Hospital Beds",3039,2539,433,83.5,16.5,2021-09-20 01:12:00
"ICU Beds",317,304,8,95.9,4.1,2021-09-20 01:12:00
"Ventilators",451,285,166,63.2,36.8,2021-09-20 01:12:00
"All Hospital Beds",3039,2539,433,83.5,16.5,2021-09-20 07:12:00
"ICU Beds",317,304,8,95.9,4.1,2021-09-20 07:12:00
"Ventilators",451,285,166,63.2,36.8,2021-09-20 07:12:00
"All Hospital Beds",3050,2438,504,79.9,20.1,2021-09-20 13:12:01
"ICU Beds",317,292,21,92.1,7.9,2021-09-20 13:12:01
"Ventilators",125,74,51,59.2,40.8,2021-09-20 13:12:01
"All Hospital Beds",3050,2438,504,79.9,20.1,2021-09-20 19:12:00
"ICU Beds",317,292,21,92.1,7.9,2021-09-20 19:12:00
"Ventilators",125,74,51,59.2,40.8,2021-09-20 19:12:00
"All Hospital Beds",3050,2438,504,79.9,20.1,2021-09-21 01:12:00
"ICU Beds",317,292,21,92.1,7.9,2021-09-21 01:12:00
"Ventilators",125,74,51,59.2,40.8,2021-09-21 01:12:00
"All Hospital Beds",3050,2438,504,79.9,20.1,2021-09-21 07:12:00
"ICU Beds",317,292,21,92.1,7.9,2021-09-21 07:12:00
"Ventilators",125,74,51,59.2,40.8,2021-09-21 07:12:00
"All Hospital Beds",3050,2438,504,79.9,20.1,2021-09-21 13:12:00
"ICU Beds",317,292,21,92.1,7.9,2021-09-21 13:12:00
"Ventilators",125,74,51,59.2,40.8,2021-09-21 13:12:00
"All Hospital Beds",3050,2438,504,79.9,20.1,2021-09-21 18:12:00
"ICU Beds",317,292,21,92.1,7.9,2021-09-21 18:12:00
"Ventilators",125,74,51,59.2,40.8,2021-09-21 18:12:00
"All Hospital Beds",3050,2438,504,79.9,20.1,2021-09-21 19:12:00
"ICU Beds",317,292,21,92.1,7.9,2021-09-21 19:12:00
"Ventilators",125,74,51,59.2,40.8,2021-09-21 19:12:00
"All Hospital Beds",3050,2438,504,79.9,20.1,2021-09-22 01:12:00
"ICU Beds",317,292,21,92.1,7.9,2021-09-22 01:12:00
"Ventilators",125,74,51,59.2,40.8,2021-09-22 01:12:00
"All Hospital Beds",3050,2438,504,79.9,20.1,2021-09-22 07:12:00
"ICU Beds",317,292,21,92.1,7.9,2021-09-22 07:12:00
"Ventilators",125,74,51,59.2,40.8,2021-09-22 07:12:00
"All Hospital Beds",3050,2438,504,79.9,20.1,2021-09-22 12:12:00
"ICU Beds",317,292,21,92.1,7.9,2021-09-22 12:12:00
"Ventilators",125,74,51,59.2,40.8,2021-09-22 12:12:00
"All Hospital Beds",3050,2529,457,82.9,17.1,2021-09-22 13:12:00
"ICU Beds",317,287,28,90.5,9.5,2021-09-22 13:12:00
"Ventilators",449,264,185,58.8,41.2,2021-09-22 13:12:00
"All Hospital Beds",3050,2529,457,82.9,17.1,2021-09-22 19:12:00
"ICU Beds",317,287,28,90.5,9.5,2021-09-22 19:12:00
"Ventilators",449,264,185,58.8,41.2,2021-09-22 19:12:00
"All Hospital Beds",3050,2529,457,82.9,17.1,2021-09-23 01:12:00
"ICU Beds",317,287,28,90.5,9.5,2021-09-23 01:12:00
"Ventilators",449,264,185,58.8,41.2,2021-09-23 01:12:00
"All Hospital Beds",3050,2529,457,82.9,17.1,2021-09-23 07:12:00
"ICU Beds",317,287,28,90.5,9.5,2021-09-23 07:12:00
"Ventilators",449,264,185,58.8,41.2,2021-09-23 07:12:00
"All Hospital Beds",3050,2529,457,82.9,17.1,2021-09-23 12:12:01
"ICU Beds",317,287,28,90.5,9.5,2021-09-23 12:12:01
"Ventilators",449,264,185,58.8,41.2,2021-09-23 12:12:01
"All Hospital Beds",3052,2629,370,86.1,13.9,2021-09-23 13:12:00
"ICU Beds",317,298,17,94,6,2021-09-23 13:12:00
"Ventilators",413,250,163,60.5,39.5,2021-09-23 13:12:00
"All Hospital Beds",3052,2629,370,86.1,13.9,2021-09-23 18:12:00
"ICU Beds",317,298,17,94,6,2021-09-23 18:12:00
"Ventilators",413,250,163,60.5,39.5,2021-09-23 18:12:00
"All Hospital Beds",3052,2629,370,86.1,13.9,2021-09-23 19:12:00
"ICU Beds",317,298,17,94,6,2021-09-23 19:12:00
"Ventilators",413,250,163,60.5,39.5,2021-09-23 19:12:00
"All Hospital Beds",3052,2629,370,86.1,13.9,2021-09-24 00:12:00
"ICU Beds",317,298,17,94,6,2021-09-24 00:12:00
"Ventilators",413,250,163,60.5,39.5,2021-09-24 00:12:00
"All Hospital Beds",3052,2629,370,86.1,13.9,2021-09-24 01:12:00
"ICU Beds",317,298,17,94,6,2021-09-24 01:12:00
"Ventilators",413,250,163,60.5,39.5,2021-09-24 01:12:00
"All Hospital Beds",3052,2629,370,86.1,13.9,2021-09-24 07:12:00
"ICU Beds",317,298,17,94,6,2021-09-24 07:12:00
"Ventilators",413,250,163,60.5,39.5,2021-09-24 07:12:00
"All Hospital Beds",3052,2531,425,82.9,17.1,2021-09-24 13:12:00
"ICU Beds",317,291,23,91.8,8.2,2021-09-24 13:12:00
"Ventilators",453,255,198,56.3,43.7,2021-09-24 13:12:00
"All Hospital Beds",3052,2531,425,82.9,17.1,2021-09-24 19:12:01
"ICU Beds",317,291,23,91.8,8.2,2021-09-24 19:12:01
"Ventilators",453,255,198,56.3,43.7,2021-09-24 19:12:01
"All Hospital Beds",3052,2531,425,82.9,17.1,2021-09-25 01:12:00
"ICU Beds",317,291,23,91.8,8.2,2021-09-25 01:12:00
"Ventilators",453,255,198,56.3,43.7,2021-09-25 01:12:00
"All Hospital Beds",3052,2531,425,82.9,17.1,2021-09-25 07:12:00
"ICU Beds",317,291,23,91.8,8.2,2021-09-25 07:12:00
"Ventilators",453,255,198,56.3,43.7,2021-09-25 07:12:00
"All Hospital Beds",3052,2531,425,82.9,17.1,2021-09-25 13:12:00
"ICU Beds",317,291,23,91.8,8.2,2021-09-25 13:12:00
"Ventilators",453,255,198,56.3,43.7,2021-09-25 13:12:00
"All Hospital Beds",3052,2531,425,82.9,17.1,2021-09-25 18:12:00
"ICU Beds",317,291,23,91.8,8.2,2021-09-25 18:12:00
"Ventilators",453,255,198,56.3,43.7,2021-09-25 18:12:00
"All Hospital Beds",3052,2531,425,82.9,17.1,2021-09-25 19:12:00
"ICU Beds",317,291,23,91.8,8.2,2021-09-25 19:12:00
"Ventilators",453,255,198,56.3,43.7,2021-09-25 19:12:00
"All Hospital Beds",3052,2531,425,82.9,17.1,2021-09-26 00:17:14
"ICU Beds",317,291,23,91.8,8.2,2021-09-26 00:17:14
"Ventilators",453,255,198,56.3,43.7,2021-09-26 00:17:14
"All Hospital Beds",3052,2531,425,82.9,17.1,2021-09-26 01:12:00
"ICU Beds",317,291,23,91.8,8.2,2021-09-26 01:12:00
"Ventilators",453,255,198,56.3,43.7,2021-09-26 01:12:00
"All Hospital Beds",3052,2531,425,82.9,17.1,2021-09-26 07:12:00
"ICU Beds",317,291,23,91.8,8.2,2021-09-26 07:12:00
"Ventilators",453,255,198,56.3,43.7,2021-09-26 07:12:00
"All Hospital Beds",3052,2531,425,82.9,17.1,2021-09-26 12:12:00
"ICU Beds",317,291,23,91.8,8.2,2021-09-26 12:12:00
"Ventilators",453,255,198,56.3,43.7,2021-09-26 12:12:00
"All Hospital Beds",3052,2531,425,82.9,17.1,2021-09-26 13:12:00
"ICU Beds",317,291,23,91.8,8.2,2021-09-26 13:12:00
"Ventilators",453,255,198,56.3,43.7,2021-09-26 13:12:00
"All Hospital Beds",3052,2531,425,82.9,17.1,2021-09-26 18:12:00
"ICU Beds",317,291,23,91.8,8.2,2021-09-26 18:12:00
"Ventilators",453,255,198,56.3,43.7,2021-09-26 18:12:00
"All Hospital Beds",3052,2531,425,82.9,17.1,2021-09-26 19:12:00
"ICU Beds",317,291,23,91.8,8.2,2021-09-26 19:12:00
"Ventilators",453,255,198,56.3,43.7,2021-09-26 19:12:00
"All Hospital Beds",3052,2531,425,82.9,17.1,2021-09-27 00:12:00
"ICU Beds",317,291,23,91.8,8.2,2021-09-27 00:12:00
"Ventilators",453,255,198,56.3,43.7,2021-09-27 00:12:00
"All Hospital Beds",3052,2531,425,82.9,17.1,2021-09-27 01:12:00
"ICU Beds",317,291,23,91.8,8.2,2021-09-27 01:12:00
"Ventilators",453,255,198,56.3,43.7,2021-09-27 01:12:00
